training noise-level and iteration, test noise-level, epoch, reconstruction error, kl-divergence, cost
0.14 0, 0.38, 2, 50041.138753294945, 0.04469612845904525, 50041.183449423406
0.14 0, 0.4, 2, 50041.109547019005, 0.043608865770924155, 50041.15315588478
0.14 0, 0.42, 2, 50040.74811935425, 0.0453241839626537, 50040.79344353821
0.14 0, 0.44, 2, 50041.11684858799, 0.048174316720129506, 50041.16502290471
0.14 0, 0.46, 2, 50040.744468569756, 0.05010402593311902, 50040.79457259569
0.14 0, 0.48, 2, 50040.569230914116, 0.050611356882404146, 50040.619842271
0.14 0, 0.5, 2, 50041.021928191185, 0.05118193715399966, 50041.07311012834
0.14 0, 0.0, 6, 50037.51717507839, 0.02221003281489886, 50037.53938511121
0.14 0, 0.02, 6, 50037.87860274315, 0.021369527482322792, 50037.89997227063
0.14 0, 0.04, 6, 50037.6120954752, 0.020901195788357585, 50037.63299667098
0.14 0, 0.06, 6, 50037.951618433, 0.020951638100432657, 50037.9725700711
0.14 0, 0.08, 6, 50037.97352313995, 0.02146942678234598, 50037.99499256674
0.14 0, 0.1, 6, 50037.81653940678, 0.021980776008461267, 50037.838520182784
0.14 0, 0.12, 6, 50037.82019019127, 0.022974963008104088, 50037.84316515428
0.14 0, 0.14, 6, 50037.48796880245, 0.024402469878888944, 50037.51237127233
0.14 0, 0.16, 6, 50037.88225352764, 0.025868091385548464, 50037.908121619024
0.14 0, 0.18, 6, 50037.739872932434, 0.027395345890846245, 50037.76726827832
0.14 0, 0.2, 6, 50038.51383924484, 0.02907400959216777, 50038.54291325444
0.14 0, 0.22, 6, 50037.45146095753, 0.031062541518910636, 50037.48252349905
0.14 0, 0.24, 6, 50036.94765269756, 0.032716999194723706, 50036.98036969676
0.14 0, 0.26, 6, 50038.108602166176, 0.03386182847417318, 50038.14246399465
0.14 0, 0.28, 6, 50037.84939646721, 0.03591794214074384, 50037.88531440935
0.14 0, 0.3, 6, 50037.67415881157, 0.037197469046131304, 50037.71135628062
0.14 0, 0.32, 6, 50037.623047828674, 0.038553137015370664, 50037.66160096569
0.14 0, 0.34, 6, 50037.725269794464, 0.040693603169275505, 50037.76596339764
0.14 0, 0.36, 6, 50037.918761372566, 0.04269902883591903, 50037.9614604014
0.14 0, 0.38, 6, 50037.40765154362, 0.043560469626665266, 50037.45121201324
0.14 0, 0.4, 6, 50037.63034939766, 0.04455718267710229, 50037.67490658034
0.14 0, 0.42, 6, 50037.608444690704, 0.046554818931730635, 50037.654999509636
0.14 0, 0.44, 6, 50038.03923726082, 0.04722859139892055, 50038.08646585222
0.14 0, 0.46, 6, 50038.13050687313, 0.049048137194090846, 50038.17955501033
0.14 0, 0.48, 6, 50037.61939704418, 0.0501034324703965, 50037.66950047665
0.14 0, 0.5, 6, 50037.84939646721, 0.05179620546007746, 50037.90119267267
0.14 0, 0.0, 11, 50041.94192588329, 0.021675750822807593, 50041.96360163412
0.14 0, 0.02, 11, 50041.80319607258, 0.020835089313456567, 50041.824031161894
0.14 0, 0.04, 11, 50041.71922802925, 0.020514617365840038, 50041.73974264662
0.14 0, 0.06, 11, 50042.02224314213, 0.020527831288843057, 50042.042770973414
0.14 0, 0.08, 11, 50041.86160862446, 0.02106867894713338, 50041.88267730341
0.14 0, 0.1, 11, 50042.412877082825, 0.021630053125015203, 50042.43450713595
0.14 0, 0.12, 11, 50042.456686496735, 0.022800498461295282, 50042.479486995195
0.14 0, 0.14, 11, 50042.02589392662, 0.023810709324460166, 50042.049704635945
0.14 0, 0.16, 11, 50042.237639427185, 0.025905277985513786, 50042.26354470517
0.14 0, 0.18, 11, 50041.430816054344, 0.026991174389487504, 50041.45780722873
0.14 0, 0.2, 11, 50042.08065569401, 0.029129970293788277, 50042.1097856643
0.14 0, 0.22, 11, 50042.01129078865, 0.030847800189097274, 50042.04213858884
0.14 0, 0.24, 11, 50042.223036289215, 0.0321856024825693, 50042.2552218917
0.14 0, 0.26, 11, 50042.15732216835, 0.03424205727487695, 50042.19156422563
0.14 0, 0.28, 11, 50041.620656847954, 0.036068083873021406, 50041.656724931825
0.14 0, 0.3, 11, 50042.25589334965, 0.03748632251434514, 50042.29337967216
0.14 0, 0.32, 11, 50042.01494157314, 0.038768800517532065, 50042.05371037366
0.14 0, 0.34, 11, 50041.90541803837, 0.04076840907741386, 50041.94618644744
0.14 0, 0.36, 11, 50041.89811646938, 0.04154234790699329, 50041.93965881729
0.14 0, 0.38, 11, 50042.48224198818, 0.04312315202474282, 50042.52536514021
0.14 0, 0.4, 11, 50041.872560977936, 0.045513835490650134, 50041.918074813424
0.14 0, 0.42, 11, 50041.97843372822, 0.045564668764242366, 50042.02399839698
0.14 0, 0.44, 11, 50041.77398979664, 0.04723990417446766, 50041.821229700814
0.14 0, 0.46, 11, 50042.033195495605, 0.04885168444506449, 50042.08204718005
0.14 0, 0.48, 11, 50041.741132736206, 0.05050923147768416, 50041.791641967684
0.14 0, 0.5, 11, 50041.95287823677, 0.051389676218910774, 50042.00426791299
0.14 0, 0.0, 26, 49951.022788882256, 0.020402865851251506, 49951.043191748104
0.14 0, 0.02, 26, 49951.081201434135, 0.019794007922903978, 49951.10099544206
0.14 0, 0.04, 26, 49951.42072439194, 0.0195814555577688, 49951.44030584749
0.14 0, 0.06, 26, 49951.12866163254, 0.019726431645504916, 49951.14838806418
0.14 0, 0.08, 26, 49951.05564594269, 0.020251463094427935, 49951.07589740578
0.14 0, 0.1, 26, 49951.183423399925, 0.021257559912877255, 49951.20468095984
0.14 0, 0.12, 26, 49950.98263025284, 0.02202773756724452, 49951.00465799041
0.14 0, 0.14, 26, 49951.38421654701, 0.023497199049932638, 49951.40771374606
0.14 0, 0.16, 26, 49950.85120201111, 0.024968859833563006, 49950.87617087094
0.14 0, 0.18, 26, 49951.300248503685, 0.0270498133527185, 49951.32729831704
0.14 0, 0.2, 26, 49951.56675577164, 0.028808697087804203, 49951.59556446873
0.14 0, 0.22, 26, 49950.789138674736, 0.030779708212807955, 49950.81991838295
0.14 0, 0.24, 26, 49950.672313570976, 0.03240383179116735, 49950.70471740277
0.14 0, 0.26, 26, 49951.344057917595, 0.03396914129454387, 49951.37802705889
0.14 0, 0.28, 26, 49951.24913752079, 0.036578058002563085, 49951.28571557879
0.14 0, 0.3, 26, 49951.07755064964, 0.038262582762086716, 49951.115813232405
0.14 0, 0.32, 26, 49951.04104280472, 0.0390341648273389, 49951.08007696955
0.14 0, 0.34, 26, 49951.12866163254, 0.04007887142089417, 49951.168740503956
0.14 0, 0.36, 26, 49951.20897889137, 0.041991705298578985, 49951.25097059667
0.14 0, 0.38, 26, 49951.358661055565, 0.04353641332560165, 49951.40219746889
0.14 0, 0.4, 26, 49950.95707476139, 0.045506645987951067, 49951.00258140738
0.14 0, 0.42, 26, 49951.20167732239, 0.04731473931110475, 49951.2489920617
0.14 0, 0.44, 26, 49951.6324698925, 0.0481739806485415, 49951.68064387315
0.14 0, 0.46, 26, 49951.30389928818, 0.0500538458403732, 49951.35395313402
0.14 0, 0.48, 26, 49951.256439089775, 0.05061821164657987, 49951.30705730142
0.14 0, 0.5, 26, 49951.037392020226, 0.05262800112627375, 49951.09002002135
0.14 0, 0.0, final, 49951.64707303047, 0.020519005662289258, 49951.66759203614
0.14 0, 0.02, final, 49951.57040655613, 0.019924866187499224, 49951.59033142232
0.14 0, 0.04, final, 49951.62516832352, 0.019603455432807393, 49951.64477177895
0.14 0, 0.06, final, 49951.47183537483, 0.01996662252759296, 49951.49180199736
0.14 0, 0.08, final, 49952.23484933376, 0.02031947403653689, 49952.2551688078
0.14 0, 0.1, final, 49951.26374065876, 0.021154532265448167, 49951.28489519103
0.14 0, 0.12, final, 49951.71643793583, 0.02253794306737067, 49951.7389758789
0.14 0, 0.14, final, 49951.45358145237, 0.02382588059756796, 49951.47740733297
0.14 0, 0.16, final, 49951.82231068611, 0.02538494980397843, 49951.847695635915
0.14 0, 0.18, final, 49951.64707303047, 0.02701560448174667, 49951.67408863495
0.14 0, 0.2, final, 49951.957389712334, 0.02884180211749221, 49951.98623151445
0.14 0, 0.22, final, 49951.86612010002, 0.030559515776385604, 49951.8966796158
0.14 0, 0.24, final, 49951.990246772766, 0.03252466416098576, 49952.022771436925
0.14 0, 0.26, final, 49951.636120676994, 0.03437827950954109, 49951.670498956504
0.14 0, 0.28, final, 49951.89167559147, 0.03580401258493415, 49951.927479604055
0.14 0, 0.3, final, 49951.6835808754, 0.03736375778609158, 49951.72094463318
0.14 0, 0.32, final, 49951.68723165989, 0.0393857213465878, 49951.72661738124
0.14 0, 0.34, final, 49952.22024619579, 0.040976382651459864, 49952.26122257845
0.14 0, 0.36, final, 49951.55945420265, 0.042529829199071445, 49951.60198403185
0.14 0, 0.38, final, 49951.563104987144, 0.04309293055827501, 49951.6061979177
0.14 0, 0.4, final, 49951.975643634796, 0.04605813567312622, 49952.02170177047
0.14 0, 0.42, final, 49951.694533228874, 0.046634055845246936, 49951.74116728472
0.14 0, 0.44, final, 49951.782152056694, 0.04765703295691093, 49951.82980908965
0.14 0, 0.46, final, 49952.267706394196, 0.04931538795290058, 49952.317021782146
0.14 0, 0.48, final, 49951.75659656525, 0.05084174288488974, 49951.80743830813
0.14 0, 0.5, final, 49952.311515808105, 0.0528790156991884, 49952.3643948238
0.14 1, 0.0, 0, 806608.0057621002, 77823375.51371574, 78629983.51947784
0.14 1, 0.02, 0, 806761.9228363037, 77969792.66616833, 78776554.58900464
0.14 1, 0.04, 0, 807207.6106071472, 78114560.20563886, 78921767.816246
0.14 1, 0.06, 0, 807587.4674320221, 78288181.72049804, 79095769.18793006
0.14 1, 0.08, 0, 807997.6987838745, 78436642.63591717, 79244640.33470105
0.14 1, 0.1, 0, 808477.908372879, 78605038.89082235, 79413516.79919523
0.14 1, 0.12, 0, 808892.4038410187, 78796741.93550652, 79605634.33934754
0.14 1, 0.14, 0, 809234.4093322754, 78949445.05647829, 79758679.46581057
0.14 1, 0.16, 0, 809784.8892211914, 79147269.74717072, 79957054.63639191
0.14 1, 0.18, 0, 810202.6557922363, 79336026.27562961, 80146228.93142185
0.14 1, 0.2, 0, 810536.0162258148, 79488897.97342375, 80299433.98964956
0.14 1, 0.22, 0, 811234.2798709869, 79764433.20938838, 80575667.48925936
0.14 1, 0.24, 0, 811614.2535209656, 79922955.27704391, 80734569.53056487
0.14 1, 0.26, 0, 811958.5955142975, 80070525.32078946, 80882483.91630375
0.14 1, 0.28, 0, 812350.7189750671, 80252901.45002481, 81065252.16899988
0.14 1, 0.3, 0, 813030.8747291565, 80523135.2576078, 81336166.13233696
0.14 1, 0.32, 0, 813311.7806911469, 80678559.58176504, 81491871.36245619
0.14 1, 0.34, 0, 813850.98695755, 80878619.83448349, 81692470.82144104
0.14 1, 0.36, 0, 814268.6367034912, 81057772.97503373, 81872041.61173722
0.14 1, 0.38, 0, 814695.9829330444, 81232387.03252733, 82047083.01546037
0.14 1, 0.4, 0, 814910.9995365143, 81367438.61936282, 82182349.61889933
0.14 1, 0.42, 0, 815626.6117095947, 81619658.44159709, 82435285.05330668
0.14 1, 0.44, 0, 816089.0054702759, 81811947.84790805, 82628036.85337833
0.14 1, 0.46, 0, 816156.2967300415, 81868862.221786, 82685018.51851605
0.14 1, 0.48, 0, 816792.4678325653, 82148630.48024088, 82965422.94807345
0.14 1, 0.5, 0, 817016.1294937134, 82255300.85513602, 83072316.98462974
0.14 1, 0.0, 1, 50730.96178472042, 0.03232996999327897, 50730.99411469042
0.14 1, 0.02, 1, 50731.7978143692, 0.03244658595991945, 50731.83026095516
0.14 1, 0.04, 1, 50731.95844888687, 0.03301142276127411, 50731.99146030963
0.14 1, 0.06, 1, 50731.3597202301, 0.0337028337993861, 50731.3934230639
0.14 1, 0.08, 1, 50731.51670396328, 0.034924974401448705, 50731.55162893768
0.14 1, 0.1, 1, 50731.68829083443, 0.03623197427964231, 50731.724522808705
0.14 1, 0.12, 1, 50731.58606886864, 0.038120270798372324, 50731.62418913944
0.14 1, 0.14, 1, 50731.47289454937, 0.039900698275669, 50731.51279524765
0.14 1, 0.16, 1, 50731.144323945045, 0.04164847242245018, 50731.185972417465
0.14 1, 0.18, 1, 50731.830671429634, 0.04406503488646907, 50731.874736464524
0.14 1, 0.2, 1, 50731.43273591995, 0.04627091316331933, 50731.47900683311
0.14 1, 0.22, 1, 50732.03146457672, 0.047561397648456905, 50732.079025974366
0.14 1, 0.24, 1, 50731.231942772865, 0.05027208886645951, 50731.282214861734
0.14 1, 0.26, 1, 50731.46194219589, 0.052607693112930676, 50731.514549889005
0.14 1, 0.28, 1, 50731.47654533386, 0.0543098089132692, 50731.53085514277
0.14 1, 0.3, 1, 50731.61527514458, 0.05633347552995094, 50731.671608620105
0.14 1, 0.32, 1, 50731.73210024834, 0.05748845837774241, 50731.78958870671
0.14 1, 0.34, 1, 50731.61892592907, 0.058659006499170774, 50731.67758493557
0.14 1, 0.36, 1, 50731.67368769646, 0.060062359028420276, 50731.733750055486
0.14 1, 0.38, 1, 50730.93622922897, 0.062247783097501785, 50730.99847701207
0.14 1, 0.4, 1, 50731.76495730877, 0.06405040172652299, 50731.8290077105
0.14 1, 0.42, 1, 50731.7028939724, 0.06483992481879441, 50731.76773389721
0.14 1, 0.44, 1, 50731.38162493706, 0.06580158691731497, 50731.44742652398
0.14 1, 0.46, 1, 50731.88178241253, 0.06752934934041799, 50731.94931176187
0.14 1, 0.48, 1, 50731.13337159157, 0.06939894704896332, 50731.20277053861
0.14 1, 0.5, 1, 50732.228606939316, 0.07048658444149525, 50732.299093523754
0.14 1, 0.0, 2, 50041.857957839966, 0.024963534972418544, 50041.88292137494
0.14 1, 0.02, 2, 50040.87954759598, 0.02448234938727234, 50040.90402994536
0.14 1, 0.04, 2, 50041.39795899391, 0.02424312498472525, 50041.4222021189
0.14 1, 0.06, 2, 50041.75208508968, 0.024608529756036, 50041.77669361944
0.14 1, 0.08, 2, 50042.00033843517, 0.025488567191259914, 50042.02582700236
0.14 1, 0.1, 2, 50042.17557609081, 0.026302155173290598, 50042.201878245985
0.14 1, 0.12, 2, 50041.051134467125, 0.027531008375489274, 50041.0786654755
0.14 1, 0.14, 2, 50040.8211350441, 0.029336017318660534, 50040.850471061414
0.14 1, 0.16, 2, 50040.70796072483, 0.031074345904455347, 50040.739035070736
0.14 1, 0.18, 2, 50041.08764231205, 0.03299596142888883, 50041.12063827348
0.14 1, 0.2, 2, 50041.33224487305, 0.034648053508902765, 50041.366892926555
0.14 1, 0.22, 2, 50041.138753294945, 0.03640476654955205, 50041.175158061495
0.14 1, 0.24, 2, 50041.770339012146, 0.03902127300873326, 50041.80936028515
0.14 1, 0.26, 2, 50041.78129136562, 0.0403812534340956, 50041.82167261906
0.14 1, 0.28, 2, 50041.576847434044, 0.0414340082127731, 50041.61828144226
0.14 1, 0.3, 2, 50040.89780151844, 0.044483195621507376, 50040.94228471406
0.14 1, 0.32, 2, 50041.60240292549, 0.04508166151173265, 50041.647484587
0.14 1, 0.34, 2, 50041.99303686619, 0.0465269876101394, 50042.039563853796
0.14 1, 0.36, 2, 50041.11684858799, 0.04701033829885981, 50041.16385892629
0.14 1, 0.38, 2, 50041.37605428696, 0.04944673980976522, 50041.425501026766
0.14 1, 0.4, 2, 50041.562244296074, 0.050717774710127395, 50041.61296207079
0.14 1, 0.42, 2, 50040.60938954353, 0.05152910876423589, 50040.6609186523
0.14 1, 0.44, 2, 50041.61335527897, 0.053335789916621024, 50041.66669106889
0.14 1, 0.46, 2, 50042.35811531544, 0.05437033306046857, 50042.4124856485
0.14 1, 0.48, 2, 50041.591450572014, 0.055974370890272906, 50041.6474249429
0.14 1, 0.5, 2, 50041.36875271797, 0.056732665303798946, 50041.425485383275
0.14 1, 0.0, 6, 50038.74383866787, 0.02500280428013335, 50038.76884147215
0.14 1, 0.02, 6, 50038.53939473629, 0.02450911296723357, 50038.56390384926
0.14 1, 0.04, 6, 50037.710666656494, 0.024462929037300296, 50037.73512958553
0.14 1, 0.06, 6, 50037.89685666561, 0.024622012344619137, 50037.921478677956
0.14 1, 0.08, 6, 50037.59749233723, 0.025409390058430903, 50037.622901727285
0.14 1, 0.1, 6, 50038.13050687313, 0.026285550306541672, 50038.15679242344
0.14 1, 0.12, 6, 50038.210824131966, 0.02771180558775954, 50038.238535937555
0.14 1, 0.14, 6, 50037.944316864014, 0.028962953528381963, 50037.97327981754
0.14 1, 0.16, 6, 50037.76542842388, 0.0317114764497084, 50037.79713990033
0.14 1, 0.18, 6, 50038.298442959785, 0.0322005162189023, 50038.330643476
0.14 1, 0.2, 6, 50037.904158234596, 0.034583178704237105, 50037.9387414133
0.14 1, 0.22, 6, 50037.77638077736, 0.036112472312188615, 50037.81249324967
0.14 1, 0.24, 6, 50038.10130059719, 0.03770582349388241, 50038.139006420686
0.14 1, 0.26, 6, 50038.327649235725, 0.04087610197238012, 50038.3685253377
0.14 1, 0.28, 6, 50037.38574683666, 0.04212224069825876, 50037.42786907736
0.14 1, 0.3, 6, 50037.84939646721, 0.04293444163814797, 50037.89233090885
0.14 1, 0.32, 6, 50038.51383924484, 0.044657319969887754, 50038.558496564816
0.14 1, 0.34, 6, 50038.0465388298, 0.04557142298690642, 50038.092110252794
0.14 1, 0.36, 6, 50037.951618433, 0.046388752907372766, 50037.9980071859
0.14 1, 0.38, 6, 50038.765743374825, 0.04877093924633036, 50038.81451431407
0.14 1, 0.4, 6, 50038.28018903732, 0.051171493894276665, 50038.331360531214
0.14 1, 0.42, 6, 50037.92241215706, 0.05120660583685721, 50037.973618762895
0.14 1, 0.44, 6, 50037.860348820686, 0.05262934174486156, 50037.91297816243
0.14 1, 0.46, 6, 50037.915110588074, 0.052218817993833655, 50037.96732940607
0.14 1, 0.48, 6, 50037.46971487999, 0.05529009182185518, 50037.52500497181
0.14 1, 0.5, 6, 50038.06844353676, 0.05580520004542333, 50038.12424873681
0.14 1, 0.0, 11, 50042.43113100529, 0.025400167006170538, 50042.45653117229
0.14 1, 0.02, 11, 50042.02589392662, 0.02488149182379784, 50042.050775418444
0.14 1, 0.04, 11, 50042.427480220795, 0.024661392341389532, 50042.45214161314
0.14 1, 0.06, 11, 50042.18652844429, 0.024906441808827506, 50042.2114348861
0.14 1, 0.08, 11, 50042.02954471111, 0.02556890211335161, 50042.05511361323
0.14 1, 0.1, 11, 50042.14636981487, 0.026441973489175652, 50042.17281178836
0.14 1, 0.12, 11, 50042.3289090395, 0.028140999422185065, 50042.35705003892
0.14 1, 0.14, 11, 50042.35081374645, 0.029584978224973968, 50042.38039872468
0.14 1, 0.16, 11, 50042.515099048615, 0.03131490285759286, 50042.54641395147
0.14 1, 0.18, 11, 50042.28875041008, 0.03297898610220418, 50042.32172939618
0.14 1, 0.2, 11, 50041.99303686619, 0.03537619040462736, 50042.02841305659
0.14 1, 0.22, 11, 50041.7922437191, 0.03653310292691625, 50041.828776822025
0.14 1, 0.24, 11, 50042.59176552296, 0.03810674185647078, 50042.62987226481
0.14 1, 0.26, 11, 50042.28509962559, 0.040402967399361, 50042.32550259299
0.14 1, 0.28, 11, 50042.60636866093, 0.04153052936640722, 50042.64789919029
0.14 1, 0.3, 11, 50041.95287823677, 0.04344255995044766, 50041.99632079672
0.14 1, 0.32, 11, 50042.33621060848, 0.044957580091324445, 50042.38116818857
0.14 1, 0.34, 11, 50041.85430705547, 0.04642674041321082, 50041.90073379589
0.14 1, 0.36, 11, 50042.00033843517, 0.047038401048516754, 50042.04737683622
0.14 1, 0.38, 11, 50042.398273944855, 0.050059468085504655, 50042.44833341294
0.14 1, 0.4, 11, 50042.10986196995, 0.049604234362218946, 50042.15946620431
0.14 1, 0.42, 11, 50042.7158921957, 0.05201467291422179, 50042.76790686862
0.14 1, 0.44, 11, 50042.369067668915, 0.05222268364345639, 50042.421290352555
0.14 1, 0.46, 11, 50041.989386081696, 0.05410800961991835, 50042.04349409132
0.14 1, 0.48, 11, 50042.06970334053, 0.0547738059707934, 50042.1244771465
0.14 1, 0.5, 11, 50042.296051979065, 0.05611883560739239, 50042.35217081467
0.14 1, 0.0, 26, 49952.063262462616, 0.025076552768886984, 49952.08833901538
0.14 1, 0.02, 26, 49951.869770884514, 0.02460696337245427, 49951.894377847886
0.14 1, 0.04, 26, 49952.08881795406, 0.02451971844410017, 49952.113337672505
0.14 1, 0.06, 26, 49951.50834321976, 0.024524344708638846, 49951.53286756446
0.14 1, 0.08, 26, 49951.402470469475, 0.02532444652013144, 49951.427794915995
0.14 1, 0.1, 26, 49952.40643620491, 0.026611597469451742, 49952.43304780238
0.14 1, 0.12, 26, 49951.621517539024, 0.02772168399097863, 49951.649239223014
0.14 1, 0.14, 26, 49951.80405676365, 0.02976003252884596, 49951.83381679618
0.14 1, 0.16, 26, 49952.24945247173, 0.031270226216820185, 49952.28072269795
0.14 1, 0.18, 26, 49951.2454867363, 0.03284883290948437, 49951.27833556921
0.14 1, 0.2, 26, 49952.209293842316, 0.03516036241201337, 49952.24445420473
0.14 1, 0.22, 26, 49951.98659598827, 0.03692657671101618, 49952.02352256498
0.14 1, 0.24, 26, 49951.83691382408, 0.038252966866913374, 49951.875166790946
0.14 1, 0.26, 26, 49951.68723165989, 0.04003732726101861, 49951.72726898715
0.14 1, 0.28, 26, 49951.65437459946, 0.04173144996475997, 49951.69610604942
0.14 1, 0.3, 26, 49952.749609947205, 0.04508442231636456, 49952.79469436952
0.14 1, 0.32, 26, 49951.93548500538, 0.04440027206714181, 49951.97988527745
0.14 1, 0.34, 26, 49952.68754661083, 0.048004324192359116, 49952.735550935024
0.14 1, 0.36, 26, 49951.78945362568, 0.047893747940501274, 49951.83734737362
0.14 1, 0.38, 26, 49951.917231082916, 0.04942510325996541, 49951.966656186174
0.14 1, 0.4, 26, 49951.70183479786, 0.05059850325003512, 49951.75243330111
0.14 1, 0.42, 26, 49952.13992893696, 0.051635249510345704, 49952.19156418647
0.14 1, 0.44, 26, 49951.45358145237, 0.053270914389365265, 49951.50685236676
0.14 1, 0.46, 26, 49952.00850069523, 0.054554045807637674, 49952.06305474103
0.14 1, 0.48, 26, 49951.50104165077, 0.05535651765970695, 49951.55639816843
0.14 1, 0.5, 26, 49951.74564421177, 0.057305660679929926, 49951.80294987245
0.14 1, 0.0, final, 49952.67294347286, 0.025153807841253317, 49952.69809728071
0.14 1, 0.02, final, 49952.62913405895, 0.024603852127620618, 49952.65373791108
0.14 1, 0.04, final, 49952.048659324646, 0.024533821549135526, 49952.07319314619
0.14 1, 0.06, final, 49952.49040424824, 0.02489698180462685, 49952.51530123004
0.14 1, 0.08, final, 49952.19103991985, 0.025396160522804023, 49952.21643608037
0.14 1, 0.1, final, 49952.87008583546, 0.026627923311486668, 49952.89671375877
0.14 1, 0.12, final, 49952.6546895504, 0.028220478580628927, 49952.68291002898
0.14 1, 0.14, final, 49952.57072150707, 0.02972457675801743, 49952.60044608383
0.14 1, 0.16, final, 49952.47580111027, 0.03124504300051445, 49952.50704615327
0.14 1, 0.18, final, 49952.11437344551, 0.033191447873570534, 49952.147564893385
0.14 1, 0.2, final, 49952.28961110115, 0.03453357473385554, 49952.324144675884
0.14 1, 0.22, final, 49952.881038188934, 0.03636945790258028, 49952.91740764683
0.14 1, 0.24, final, 49952.486753463745, 0.03867356398820598, 49952.52542702774
0.14 1, 0.26, final, 49952.647387981415, 0.039916172212188794, 49952.687304153624
0.14 1, 0.28, final, 49952.56707072258, 0.04203663611677266, 49952.609107358694
0.14 1, 0.3, final, 49952.53786444664, 0.0433583556324858, 49952.58122280227
0.14 1, 0.32, final, 49952.35897600651, 0.04539169701603207, 49952.40436770352
0.14 1, 0.34, final, 49952.31881737709, 0.04689764314136147, 49952.365715020234
0.14 1, 0.36, final, 49951.90627872944, 0.04784130757726224, 49951.954120037015
0.14 1, 0.38, final, 49951.85881853104, 0.04924627968003514, 49951.90806481072
0.14 1, 0.4, final, 49952.253103256226, 0.05098560492719484, 49952.30408886115
0.14 1, 0.42, final, 49952.20564305782, 0.05182692434808245, 49952.25746998217
0.14 1, 0.44, final, 49952.40643620491, 0.05325941756851138, 49952.45969562248
0.14 1, 0.46, final, 49952.83357799053, 0.054168973557764954, 49952.88774696409
0.14 1, 0.48, final, 49952.30421423912, 0.0545565879189005, 49952.35877082704
0.14 1, 0.5, final, 49951.548501849174, 0.05763758846484601, 49951.60613943764
0.14 2, 0.0, 0, 659541.7892932892, 51919846.05807215, 52579387.84736544
0.14 2, 0.02, 0, 659848.8640785217, 52028743.77554369, 52688592.63962221
0.14 2, 0.04, 0, 660286.8413925171, 52136968.57373682, 52797255.415129334
0.14 2, 0.06, 0, 660844.0971374512, 52261570.48163193, 52922414.57876938
0.14 2, 0.08, 0, 661442.4753189087, 52371461.81507181, 53032904.290390715
0.14 2, 0.1, 0, 661906.2125682831, 52489289.056252055, 53151195.26882034
0.14 2, 0.12, 0, 662407.9763889313, 52632423.3320342, 53294831.30842313
0.14 2, 0.14, 0, 662948.876619339, 52779653.67443222, 53442602.55105156
0.14 2, 0.16, 0, 663648.1332778931, 52930999.14452792, 53594647.27780581
0.14 2, 0.18, 0, 664048.4929084778, 53051637.68998593, 53715686.18289441
0.14 2, 0.2, 0, 664818.662405014, 53224010.39741819, 53888829.05982321
0.14 2, 0.22, 0, 665525.74634552, 53385127.60453799, 54050653.35088351
0.14 2, 0.24, 0, 666065.8872127533, 53514156.928767875, 54180222.81598063
0.14 2, 0.26, 0, 666616.3671016693, 53652704.20234588, 54319320.56944755
0.14 2, 0.28, 0, 667137.2318267822, 53807189.39219489, 54474326.62402167
0.14 2, 0.3, 0, 667862.3652458191, 53970299.72627713, 54638162.09152295
0.14 2, 0.32, 0, 668376.7461776733, 54126587.30358608, 54794964.049763754
0.14 2, 0.34, 0, 669131.8452358246, 54295238.737590306, 54964370.58282613
0.14 2, 0.36, 0, 669405.3912162781, 54375076.01324467, 55044481.40446095
0.14 2, 0.38, 0, 670234.0316772461, 54596412.785081476, 55266646.81675872
0.14 2, 0.4, 0, 670493.3249950409, 54648730.554861896, 55319223.87985694
0.14 2, 0.42, 0, 671288.9623641968, 54849831.58229053, 55521120.54465473
0.14 2, 0.44, 0, 671847.8536605835, 54998927.560953416, 55670775.414614
0.14 2, 0.46, 0, 672291.613817215, 55131401.0052417, 55803692.619058914
0.14 2, 0.48, 0, 673104.3076515198, 55324229.631491214, 55997333.939142734
0.14 2, 0.5, 0, 673263.9491558075, 55379997.519169666, 56053261.46832547
0.14 2, 0.0, 1, 50753.15125286579, 0.05273587632209231, 50753.20398874211
0.14 2, 0.02, 1, 50753.611251711845, 0.05275781542214031, 50753.66400952727
0.14 2, 0.04, 1, 50752.906650304794, 0.05314639818510525, 50752.95979670298
0.14 2, 0.06, 1, 50753.22426855564, 0.05454804962697979, 50753.27881660527
0.14 2, 0.08, 1, 50752.31522321701, 0.056152608783928915, 50752.371375825795
0.14 2, 0.1, 1, 50752.94680893421, 0.05816353085387471, 50753.00497246507
0.14 2, 0.12, 1, 50753.41776013374, 0.06150417500514105, 50753.47926430875
0.14 2, 0.14, 1, 50753.62950563431, 0.06447608198238575, 50753.69398171629
0.14 2, 0.16, 1, 50753.32283973694, 0.0665635710393836, 50753.38940330798
0.14 2, 0.18, 1, 50753.4396648407, 0.07093729664507908, 50753.51060213734
0.14 2, 0.2, 1, 50753.47617268562, 0.0734622429651165, 50753.54963492859
0.14 2, 0.22, 1, 50753.44696640968, 0.07696448382998378, 50753.52393089351
0.14 2, 0.24, 1, 50753.27172875404, 0.08035387874346223, 50753.35208263279
0.14 2, 0.26, 1, 50753.59299778938, 0.08418759452626423, 50753.67718538391
0.14 2, 0.28, 1, 50752.92855501175, 0.08671995862714843, 50753.01527497038
0.14 2, 0.3, 1, 50752.99791991711, 0.08898173012925825, 50753.086901647235
