training noise-level and iteration, test noise-level, epoch, reconstruction error, kl-divergence, cost
0.22 2, 0.06, 1, 50719.00546550751, 0.01644542540316718, 50719.02191093291
0.22 2, 0.08, 1, 50718.79372000694, 0.016410678414572, 50718.81013068536
0.22 2, 0.1, 1, 50719.527527689934, 0.016923395209173075, 50719.544451085145
0.22 2, 0.12, 1, 50718.928799033165, 0.017332398735800503, 50718.9461314319
0.22 2, 0.14, 1, 50719.556733965874, 0.01760020170016885, 50719.57433416758
0.22 2, 0.16, 1, 50719.33403611183, 0.01844185502506157, 50719.35247796686
0.22 2, 0.18, 1, 50718.797370791435, 0.019074731732370398, 50718.81644552317
0.22 2, 0.2, 1, 50719.22816336155, 0.019647646031230037, 50719.24781100758
0.22 2, 0.22, 1, 50718.99086236954, 0.02077207509183343, 50719.01163444463
0.22 2, 0.24, 1, 50719.79768574238, 0.021316452234851346, 50719.819002194614
0.22 2, 0.26, 1, 50719.72467005253, 0.021721223766116737, 50719.7463912763
0.22 2, 0.28, 1, 50719.60054337978, 0.02237547206466617, 50719.62291885185
0.22 2, 0.3, 1, 50719.366893172264, 0.023421447549964447, 50719.39031461981
0.22 2, 0.32, 1, 50719.410702586174, 0.023842949057437002, 50719.43454553523
0.22 2, 0.34, 1, 50719.22451257706, 0.02483094713508327, 50719.24934352419
0.22 2, 0.36, 1, 50718.928799033165, 0.025236550435554728, 50718.9540355836
0.22 2, 0.38, 1, 50719.750225543976, 0.025917186690876726, 50719.77614273067
0.22 2, 0.4, 1, 50719.4472104311, 0.026267936453169827, 50719.47347836755
0.22 2, 0.42, 1, 50719.293877482414, 0.027487652753945824, 50719.32136513517
0.22 2, 0.44, 1, 50719.677209854126, 0.027404607706169926, 50719.70461446183
0.22 2, 0.46, 1, 50719.31943297386, 0.028098362281019806, 50719.34753133614
0.22 2, 0.48, 1, 50719.571337103844, 0.0295758331045467, 50719.60091293695
0.22 2, 0.5, 1, 50719.17340159416, 0.029786264479304325, 50719.20318785864
0.22 2, 0.0, 2, 50040.44510424137, 0.016087830279041704, 50040.46119207165
0.22 2, 0.02, 2, 50040.60208797455, 0.014995257529967554, 50040.61708323208
0.22 2, 0.04, 2, 50040.55097699165, 0.014144515286452775, 50040.56512150694
0.22 2, 0.06, 2, 50040.21875560284, 0.013716413235607794, 50040.23247201607
0.22 2, 0.08, 2, 50041.02557897568, 0.013460257144162768, 50041.03903923282
0.22 2, 0.1, 2, 50040.56192934513, 0.013399452977643556, 50040.575328798106
0.22 2, 0.12, 2, 50041.021928191185, 0.01335182207944341, 50041.03528001327
0.22 2, 0.14, 2, 50041.09859466553, 0.013992820981682641, 50041.11258748651
0.22 2, 0.16, 2, 50040.95986485481, 0.014064352096352928, 50040.973929206906
0.22 2, 0.18, 2, 50040.76272249222, 0.014682298346431089, 50040.77740479056
0.22 2, 0.2, 2, 50040.75177013874, 0.015020926471700391, 50040.76679106521
0.22 2, 0.22, 2, 50040.16034305096, 0.0159470276777417, 50040.176290078634
0.22 2, 0.24, 2, 50041.00002348423, 0.015919749168442632, 50041.0159432334
0.22 2, 0.26, 2, 50040.817484259605, 0.016684815024652577, 50040.83416907463
0.22 2, 0.28, 2, 50040.21875560284, 0.01708327837231549, 50040.235838881206
0.22 2, 0.3, 2, 50040.24066030979, 0.017618944338581688, 50040.25827925413
0.22 2, 0.32, 2, 50040.583834052086, 0.018004643785826446, 50040.601838695875
0.22 2, 0.34, 2, 50041.46732389927, 0.018594431862894667, 50041.485918331135
0.22 2, 0.36, 2, 50040.802881121635, 0.018726682241880788, 50040.821607803875
0.22 2, 0.38, 2, 50039.89018499851, 0.019164015346355034, 50039.90934901386
0.22 2, 0.4, 2, 50040.70796072483, 0.01986340822661159, 50040.72782413306
0.22 2, 0.42, 2, 50040.83573818207, 0.019982622044978138, 50040.85572080411
0.22 2, 0.44, 2, 50040.875896811485, 0.020922863066378028, 50040.89681967455
0.22 2, 0.46, 2, 50041.02922976017, 0.021028493164831352, 50041.05025825334
0.22 2, 0.48, 2, 50041.14240407944, 0.021643922448150388, 50041.16404800188
0.22 2, 0.5, 2, 50040.73716700077, 0.02191470079737945, 50040.759081701566
0.22 2, 0.0, 6, 50037.45146095753, 0.016044652063995746, 50037.46750560959
0.22 2, 0.02, 6, 50037.8055870533, 0.014924401634334838, 50037.820511454935
0.22 2, 0.04, 6, 50037.889555096626, 0.014211814787086996, 50037.90376691141
0.22 2, 0.06, 6, 50037.84939646721, 0.013702550413830061, 50037.863099017624
0.22 2, 0.08, 6, 50037.944316864014, 0.013292104981594055, 50037.957608968994
0.22 2, 0.1, 6, 50037.991777062416, 0.013375140733188351, 50038.00515220315
0.22 2, 0.12, 6, 50037.30908036232, 0.013638828751421972, 50037.32271919107
0.22 2, 0.14, 6, 50037.64495253563, 0.014286485591075926, 50037.65923902122
0.22 2, 0.16, 6, 50037.54638135433, 0.014320558037994924, 50037.56070191237
0.22 2, 0.18, 6, 50037.71796822548, 0.014457670257785105, 50037.73242589574
0.22 2, 0.2, 6, 50037.82384097576, 0.015423576091874613, 50037.839264551854
0.22 2, 0.22, 6, 50037.60479390621, 0.015649731292041058, 50037.620443637505
0.22 2, 0.24, 6, 50037.477016448975, 0.01604387859741696, 50037.49306032757
0.22 2, 0.26, 6, 50037.33463585377, 0.01672048254067915, 50037.35135633631
0.22 2, 0.28, 6, 50037.32733428478, 0.017400657230005945, 50037.34473494201
0.22 2, 0.3, 6, 50037.42955625057, 0.017489343115326017, 50037.44704559369
0.22 2, 0.32, 6, 50037.99542784691, 0.01801570314555523, 50038.01344355005
0.22 2, 0.34, 6, 50037.77272999287, 0.018884212818159996, 50037.791614205686
0.22 2, 0.36, 6, 50037.4149531126, 0.019050512072520065, 50037.43400362467
0.22 2, 0.38, 6, 50037.068128585815, 0.019463157192597946, 50037.08759174301
0.22 2, 0.4, 6, 50037.404000759125, 0.01976867024296436, 50037.42376942937
0.22 2, 0.42, 6, 50037.68511116505, 0.02030405560184534, 50037.70541522065
0.22 2, 0.44, 6, 50037.38574683666, 0.020635635325905843, 50037.406382471985
0.22 2, 0.46, 6, 50037.874951958656, 0.02124247004200408, 50037.8961944287
0.22 2, 0.48, 6, 50037.97352313995, 0.021757166968364716, 50037.995280306925
0.22 2, 0.5, 6, 50038.196220993996, 0.021826677921663706, 50038.218047671915
0.22 2, 0.0, 11, 50041.75938665867, 0.0163869980954211, 50041.775773656766
0.22 2, 0.02, 11, 50040.99637269974, 0.01525285344869276, 50041.01162555318
0.22 2, 0.04, 11, 50041.08399152756, 0.014432796609729626, 50041.09842432417
0.22 2, 0.06, 11, 50041.30303859711, 0.01385930458802842, 50041.31689790169
0.22 2, 0.08, 11, 50041.857957839966, 0.013605402190883686, 50041.87156324216
0.22 2, 0.1, 11, 50041.240975260735, 0.013573417715159852, 50041.25454867845
0.22 2, 0.12, 11, 50041.0146266222, 0.013650112792620073, 50041.02827673499
0.22 2, 0.14, 11, 50041.70097410679, 0.01399314924487094, 50041.71496725603
0.22 2, 0.16, 11, 50041.72287881374, 0.014262447466656614, 50041.73714126121
0.22 2, 0.18, 11, 50041.38335585594, 0.014667871535350652, 50041.39802372747
0.22 2, 0.2, 11, 50041.1606580019, 0.015256207048597537, 50041.17591420895
0.22 2, 0.22, 11, 50041.40891134739, 0.015634773290632786, 50041.42454612068
0.22 2, 0.24, 11, 50041.49287939072, 0.016090742685476056, 50041.5089701334
0.22 2, 0.26, 11, 50041.80319607258, 0.01662361042879712, 50041.819819683005
0.22 2, 0.28, 11, 50041.3066893816, 0.01669189705951568, 50041.32338127866
0.22 2, 0.3, 11, 50041.60240292549, 0.017616500816277636, 50041.62001942631
0.22 2, 0.32, 11, 50041.1131978035, 0.017794544861686634, 50041.13099234836
0.22 2, 0.34, 11, 50041.13145172596, 0.01788618547206411, 50041.14933791143
0.22 2, 0.36, 11, 50041.51113331318, 0.018844169114852094, 50041.52997748229
0.22 2, 0.38, 11, 50041.19351506233, 0.01922049068706566, 50041.21273555302
0.22 2, 0.4, 11, 50041.843354701996, 0.019334226657517495, 50041.86268892865
0.22 2, 0.42, 11, 50041.50748252869, 0.019945751065469475, 50041.527428279755
0.22 2, 0.44, 11, 50041.974782943726, 0.020360533371888923, 50041.9951434771
0.22 2, 0.46, 11, 50041.65716469288, 0.020761378186280766, 50041.67792607107
0.22 2, 0.48, 11, 50041.7447835207, 0.021478421698448824, 50041.76626194239
0.22 2, 0.5, 11, 50041.679069399834, 0.021505819631870926, 50041.70057521947
0.22 2, 0.0, 26, 49951.592311263084, 0.016483789955577643, 49951.60879505304
0.22 2, 0.02, 26, 49952.11802423, 0.015298705325013984, 49952.133322935326
0.22 2, 0.04, 26, 49951.8296122551, 0.01435685869065606, 49951.84396911379
0.22 2, 0.06, 26, 49951.74929499626, 0.013864755605725532, 49951.76315975187
0.22 2, 0.08, 26, 49952.04500854015, 0.013586447231742627, 49952.058594987386
0.22 2, 0.1, 26, 49951.40612125397, 0.013338007212558622, 49951.41945926118
0.22 2, 0.12, 26, 49952.03040540218, 0.013446193666375339, 49952.04385159585
0.22 2, 0.14, 26, 49951.55580341816, 0.013746460982912656, 49951.56954987914
0.22 2, 0.16, 26, 49951.314851641655, 0.014050462440011957, 49951.3289021041
0.22 2, 0.18, 26, 49952.17278599739, 0.014403233667860005, 49952.18718923106
0.22 2, 0.2, 26, 49951.54485106468, 0.01511659639299201, 49951.55996766107
0.22 2, 0.22, 26, 49951.5850096941, 0.01505406620706462, 49951.60006376031
0.22 2, 0.24, 26, 49951.48278772831, 0.015844400163132932, 49951.498632128474
0.22 2, 0.26, 26, 49952.18738913536, 0.016111342024139663, 49952.203500477386
0.22 2, 0.28, 26, 49951.971992850304, 0.016810306366633276, 49951.98880315667
0.22 2, 0.3, 26, 49951.285645365715, 0.017123547426665886, 49951.30276891314
0.22 2, 0.32, 26, 49951.6835808754, 0.017657537072345186, 49951.70123841247
0.22 2, 0.34, 26, 49951.85881853104, 0.017938681745466756, 49951.87675721278
0.22 2, 0.36, 26, 49951.58866047859, 0.018024429428175726, 49951.60668490802
0.22 2, 0.38, 26, 49951.621517539024, 0.018773040314984835, 49951.64029057934
0.22 2, 0.4, 26, 49952.13262736797, 0.019119618413666273, 49952.15174698639
0.22 2, 0.42, 26, 49951.80770754814, 0.01965521377668822, 49951.82736276192
0.22 2, 0.44, 26, 49951.694533228874, 0.019985042763690175, 49951.71451827164
0.22 2, 0.46, 26, 49951.694533228874, 0.020411429762826394, 49951.71494465863
0.22 2, 0.48, 26, 49951.606914401054, 0.020890755127670246, 49951.62780515618
0.22 2, 0.5, 26, 49951.79310441017, 0.021246251812009453, 49951.81435066198
0.22 2, 0.0, final, 49952.22754776478, 0.016505796528458516, 49952.244053561306
0.22 2, 0.02, final, 49952.428340911865, 0.015292333821828485, 49952.44363324569
0.22 2, 0.04, final, 49952.486753463745, 0.014458295183583547, 49952.50121175893
0.22 2, 0.06, final, 49952.00850069523, 0.013864437401941099, 49952.02236513263
0.22 2, 0.08, final, 49952.35897600651, 0.013484455108151883, 49952.372460461615
0.22 2, 0.1, final, 49951.47913694382, 0.013570991449348258, 49951.492707935264
0.22 2, 0.12, final, 49952.05961167812, 0.013471067867139586, 49952.07308274599
0.22 2, 0.14, final, 49952.063262462616, 0.0136049494812166, 49952.0768674121
0.22 2, 0.16, final, 49952.16183364391, 0.014282671108984069, 49952.17611631502
0.22 2, 0.18, final, 49952.01215147972, 0.014687869931796271, 49952.02683934965
0.22 2, 0.2, final, 49952.27500796318, 0.01501389941541642, 49952.290021862595
0.22 2, 0.22, final, 49952.267706394196, 0.015452169741746347, 49952.283158563936
0.22 2, 0.24, final, 49952.632784843445, 0.015660166966294464, 49952.64844501041
0.22 2, 0.26, final, 49952.38818228245, 0.01639866104611909, 49952.4045809435
0.22 2, 0.28, final, 49952.56341993809, 0.016630900726928632, 49952.58005083881
0.22 2, 0.3, final, 49952.52691209316, 0.017434880639963457, 49952.5443469738
0.22 2, 0.32, final, 49952.59992778301, 0.017613010886642244, 49952.6175407939
0.22 2, 0.34, final, 49952.06691324711, 0.017838297597374764, 49952.08475154471
0.22 2, 0.36, final, 49952.311515808105, 0.01853192239772805, 49952.3300477305
0.22 2, 0.38, final, 49952.428340911865, 0.019060032179885278, 49952.447400944046
0.22 2, 0.4, final, 49952.362626791, 0.01922167713472922, 49952.38184846813
0.22 2, 0.42, final, 49952.28961110115, 0.019359693397950406, 49952.30897079455
0.22 2, 0.44, final, 49952.35167443752, 0.020076060572415844, 49952.371750498096
0.22 2, 0.46, final, 49952.87738740444, 0.020117012763405495, 49952.897504417204
0.22 2, 0.48, final, 49952.42103934288, 0.021150856674070018, 49952.44219019955
0.22 2, 0.5, final, 49952.22754776478, 0.02075720985187901, 49952.24830497463
0.24 0, 0.0, 0, 639651.2639522552, 75224322.81515282, 75863974.07910508
0.24 0, 0.02, 0, 640257.9367160797, 75441523.90327966, 76081781.83999574
0.24 0, 0.04, 0, 640925.6505966187, 75651901.40078741, 76292827.05138403
0.24 0, 0.06, 0, 641594.123840332, 75878068.13156298, 76519662.25540331
0.24 0, 0.08, 0, 642150.444984436, 76106554.99200727, 76748705.4369917
0.24 0, 0.1, 0, 642847.9492664337, 76341823.93116055, 76984671.88042699
0.24 0, 0.12, 0, 643668.4119701385, 76562871.39900646, 77206539.8109766
0.24 0, 0.14, 0, 644374.9701976776, 76821923.1340904, 77466298.10428807
0.24 0, 0.16, 0, 644973.406791687, 77066084.78832474, 77711058.19511643
0.24 0, 0.18, 0, 645655.8406352997, 77351482.91286215, 77997138.75349745
0.24 0, 0.2, 0, 646603.3506393433, 77651341.91030231, 78297945.26094165
0.24 0, 0.22, 0, 647349.5125770569, 77884177.33069871, 78531526.84327577
0.24 0, 0.24, 0, 647781.7070484161, 78076373.20700903, 78724154.91405745
0.24 0, 0.26, 0, 648551.6428947449, 78362151.49205895, 79010703.1349537
0.24 0, 0.28, 0, 649366.9068813324, 78630887.70556666, 79280254.61244799
0.24 0, 0.3, 0, 650291.1102771759, 78959067.93530217, 79609359.04557934
0.24 0, 0.32, 0, 650746.260881424, 79158316.29285094, 79809062.55373237
0.24 0, 0.34, 0, 651499.8412132263, 79387075.89758301, 80038575.73879623
0.24 0, 0.36, 0, 652412.8878116608, 79744971.83539738, 80397384.72320904
0.24 0, 0.38, 0, 653019.4437503815, 79956744.30725124, 80609763.75100163
0.24 0, 0.4, 0, 653838.3293151855, 80221539.98202516, 80875378.31134035
0.24 0, 0.42, 0, 654348.9718437195, 80468407.37419179, 81122756.34603551
0.24 0, 0.44, 0, 655060.670375824, 80699036.89222409, 81354097.56259991
0.24 0, 0.46, 0, 655532.351732254, 80900487.42833373, 81556019.78006598
0.24 0, 0.48, 0, 656526.7670154572, 81209229.4436208, 81865756.21063626
0.24 0, 0.5, 0, 656687.6351833344, 81300599.21066229, 81957286.84584562
0.24 0, 0.0, 1, 50741.56731367111, 0.0321271817508455, 50741.599440852864
0.24 0, 0.02, 1, 50742.523819208145, 0.031247110088730268, 50742.55506631824
0.24 0, 0.04, 1, 50742.406994104385, 0.03094739441487293, 50742.4379414988
0.24 0, 0.06, 1, 50743.122547864914, 0.03141398157203257, 50743.15396184649
0.24 0, 0.08, 1, 50742.57127940655, 0.03193859562862611, 50742.60321800218
0.24 0, 0.1, 1, 50742.523819208145, 0.03329819252937638, 50742.557117400676
0.24 0, 0.12, 1, 50741.43588542938, 0.03509187857878693, 50741.47097730796
0.24 0, 0.14, 1, 50742.3011213541, 0.03689116409172066, 50742.338012518194
0.24 0, 0.16, 1, 50742.03826487064, 0.037846062438528505, 50742.076110933085
0.24 0, 0.18, 1, 50741.9615983963, 0.04056871698585518, 50742.002167113285
0.24 0, 0.2, 1, 50742.70270764828, 0.04326930097452597, 50742.74597694925
0.24 0, 0.22, 1, 50741.21318757534, 0.04503372952652829, 50741.258221304866
0.24 0, 0.24, 1, 50742.1550899744, 0.04678223391530434, 50742.201872208316
0.24 0, 0.26, 1, 50741.68048799038, 0.04869250701202177, 50741.729180497394
0.24 0, 0.28, 1, 50742.09667742252, 0.05115378764392442, 50742.14783121017
0.24 0, 0.3, 1, 50742.51651763916, 0.05253702294805962, 50742.56905466211
0.24 0, 0.32, 1, 50743.151754140854, 0.0549592707055383, 50743.20671341156
0.24 0, 0.34, 1, 50742.06747114658, 0.0567854219643662, 50742.124256568546
0.24 0, 0.36, 1, 50742.553025484085, 0.05770851754533335, 50742.61073400163
0.24 0, 0.38, 1, 50742.450803518295, 0.060038459992944104, 50742.51084197829
0.24 0, 0.4, 1, 50742.5931841135, 0.06210972249630364, 50742.655293836
0.24 0, 0.42, 1, 50741.483345627785, 0.06425510747496632, 50741.54760073526
0.24 0, 0.44, 1, 50742.071121931076, 0.06523929161645281, 50742.13636122269
0.24 0, 0.46, 1, 50742.421597242355, 0.06754708861776526, 50742.489144330975
0.24 0, 0.48, 1, 50742.62969195843, 0.06890433177383093, 50742.6985962902
0.24 0, 0.5, 1, 50742.49096214771, 0.07023567480679382, 50742.56119782252
0.24 0, 0.0, 2, 50041.445419192314, 0.028497673589444328, 50041.47391686591
0.24 0, 0.02, 2, 50042.208433151245, 0.027275718315103226, 50042.23570886956
0.24 0, 0.04, 2, 50041.0146266222, 0.026878122516377334, 50041.04150474472
0.24 0, 0.06, 2, 50040.583834052086, 0.026600505438557853, 50040.61043455752
0.24 0, 0.08, 2, 50041.28113389015, 0.02730427859583373, 50041.30843816875
0.24 0, 0.1, 2, 50041.20081663132, 0.028355785557391155, 50041.229172416875
0.24 0, 0.12, 2, 50041.489228606224, 0.029792815234119363, 50041.51902142146
0.24 0, 0.14, 2, 50040.788277983665, 0.03120833305806503, 50040.81948631672
0.24 0, 0.16, 2, 50041.92002117634, 0.032751806945672035, 50041.952772983284
0.24 0, 0.18, 2, 50040.846690535545, 0.03459441732858315, 50040.88128495288
0.24 0, 0.2, 2, 50041.24827682972, 0.03655788508279334, 50041.2848347148
0.24 0, 0.22, 2, 50041.49287939072, 0.0389271357456934, 50041.531806526466
0.24 0, 0.24, 2, 50041.46732389927, 0.03981276157479008, 50041.507136660846
0.24 0, 0.26, 2, 50041.0146266222, 0.04276537713434647, 50041.05739199933
0.24 0, 0.28, 2, 50041.18986427784, 0.04438800223913486, 50041.234252280075
0.24 0, 0.3, 2, 50041.81779921055, 0.0462308901642593, 50041.86403010071
0.24 0, 0.32, 2, 50041.26653075218, 0.04892366462526909, 50041.31545441681
0.24 0, 0.34, 2, 50041.24827682972, 0.04982254254315488, 50041.29809937226
0.24 0, 0.36, 2, 50041.15700721741, 0.05162247146162291, 50041.20862968887
0.24 0, 0.38, 2, 50041.94192588329, 0.05339394532721686, 50041.995319828624
0.24 0, 0.4, 2, 50041.58049821854, 0.05485328085560315, 50041.63535149939
0.24 0, 0.42, 2, 50041.679069399834, 0.05703568820585769, 50041.73610508804
0.24 0, 0.44, 2, 50041.70462489128, 0.05737890215323915, 50041.76200379343
0.24 0, 0.46, 2, 50041.28843545914, 0.06030555135365745, 50041.34874101049
0.24 0, 0.48, 2, 50041.916370391846, 0.060153102773460865, 50041.97652349462
0.24 0, 0.5, 2, 50042.35081374645, 0.0613242740316402, 50042.41213802048
0.24 0, 0.0, 6, 50038.65256905556, 0.031022166671543006, 50038.68359122223
0.24 0, 0.02, 6, 50038.20717334747, 0.02919714537498086, 50038.23637049285
0.24 0, 0.04, 6, 50038.75844180584, 0.028123654565743617, 50038.7865654604
0.24 0, 0.06, 6, 50038.30574452877, 0.02728252880724258, 50038.333027057575
0.24 0, 0.08, 6, 50038.429871201515, 0.02747690389329782, 50038.45734810541
0.24 0, 0.1, 6, 50037.76177763939, 0.02799048487314304, 50037.78976812426
0.24 0, 0.12, 6, 50038.34955394268, 0.02886647742277515, 50038.3784204201
0.24 0, 0.14, 6, 50038.721933960915, 0.02988522072960509, 50038.75181918164
0.24 0, 0.16, 6, 50038.38241100311, 0.031267585288606625, 50038.413678588404
0.24 0, 0.18, 6, 50038.45177590847, 0.033005507131280476, 50038.4847814156
0.24 0, 0.2, 6, 50038.546696305275, 0.03480361009801425, 50038.58149991537
0.24 0, 0.22, 6, 50038.29479217529, 0.03623245036767697, 50038.33102462566
0.24 0, 0.24, 6, 50038.08669745922, 0.037290385680267324, 50038.1239878449
0.24 0, 0.26, 6, 50038.37510943413, 0.039157330304856575, 50038.414266764434
0.24 0, 0.28, 6, 50038.56860101223, 0.040933314422329614, 50038.60953432665
0.24 0, 0.3, 6, 50038.167014718056, 0.04221833734912106, 50038.20923305541
0.24 0, 0.32, 6, 50038.65621984005, 0.04386861635464301, 50038.700088456404
0.24 0, 0.34, 6, 50038.167014718056, 0.04479552335530379, 50038.21181024141
0.24 0, 0.36, 6, 50038.76939415932, 0.04629186738884905, 50038.815686026704
0.24 0, 0.38, 6, 50038.269236683846, 0.04784490518707296, 50038.31708158903
0.24 0, 0.4, 6, 50038.77304494381, 0.04885214089247847, 50038.8218970847
0.24 0, 0.42, 6, 50037.65590488911, 0.049664717203744546, 50037.70556960631
0.24 0, 0.44, 6, 50038.22907805443, 0.052280217429351405, 50038.28135827186
0.24 0, 0.46, 6, 50038.23637962341, 0.05372090072131441, 50038.29010052414
0.24 0, 0.48, 6, 50038.68907690048, 0.05450869503864597, 50038.74358559552
0.24 0, 0.5, 6, 50038.22177648544, 0.05633454383433434, 50038.27811102928
0.24 0, 0.0, 11, 50041.78859293461, 0.032431140858443674, 50041.82102407546
0.24 0, 0.02, 11, 50042.66478121281, 0.03050653718535079, 50042.69528774999
